Electricity from fossil fuels (TWh),Electricity from nuclear (TWh),Electricity from renewables (TWh),Value_co2_emissions_kt_by_country
78.58,82.92,12.12,251619.9951
86.28,89.15,13.39,268920.0134
93.5,90.25,11.2,283339.9963
96.99,90.14,11.23,277109.9854
95.39,83.21,15.11,270269.989
83.42,88.39,10.17,237729.9957
66.91,87.63,7.1,191070.0073
72.66,80.95,9.25,201660.0037
57.96,85.58,10.88,174940.0024
60.81,84.4,13.02,185619.9951
57.79,83.0,11.87,174729.9957
54.5,76.2,17.56,0.0
37.54,0.0,0.0,84730.0
40.58,0.0,0.0,97200.0
44.04,0.0,0.0,99150.00153
46.48,0.0,0.0,103819.9997
49.27,0.0,0.0,110010.0021
57.05,0.0,0.0,116459.9991
62.76,0.0,0.0,121559.9976
74.03,0.0,0.0,131830.0018
77.06,0.0,0.0,156050.0031
82.9,0.0,0.01,157020.0043
88.31,0.0,0.02,162789.9933
93.19,0.0,0.03,165600.0061
99.83,0.0,0.02,175589.9963
103.33,0.0,0.08,184470.0012
109.26,0.0,0.31,184759.9945
119.45,0.0,0.31,195240.0055
121.53,0.0,0.32,201080.0018
125.79,0.0,0.75,197039.9933
126.61,0.0,1.32,177119.9951
125.85,0.0,3.8,188860.0006
119.49,1.56,5.5,0.0
279.34,85.06,9.98,530890.0
282.72,90.09,9.56,545260.0
285.62,87.85,11.13,530789.978
296.15,88.69,10.62,543039.978
297.15,80.0,14.14,543080.0171
296.87,81.62,16.93,540919.9829
299.88,75.45,18.11,542059.9976
310.26,63.03,19.69,530500.0
310.5,52.49,21.85,515340.0269
278.73,69.1,25.25,466489.9902
290.59,62.14,26.18,482440.0024
260.88,68.98,35.2,445589.9963
249.25,70.4,41.24,467779.9988
231.56,70.61,53.21,453760.0098
206.94,63.75,64.52,415600.0061
182.43,70.34,82.57,401079.9866
181.56,71.73,82.99,380809.9976
165.91,70.34,98.85,367000.0
155.41,65.06,110.03,360730.011
144.99,56.18,120.48,348920.0134
124.78,50.85,131.74,0.0
2697.28,753.89,350.93,5775810.0
2678.68,768.83,280.06,5748260.0
2727.83,780.06,336.34,5593029.785
2756.03,763.73,349.18,5658990.234
2818.28,788.53,345.14,5738290.039
2899.96,781.99,353.04,5753490.234
2878.56,787.22,381.16,5653080.078
2988.24,806.42,347.91,5736319.824
2924.21,806.21,377.11,5558379.883
2725.41,798.85,415.56,5156430.176
2882.49,806.97,424.48,5392109.863
2788.93,790.2,509.74,5173600.098
2779.02,769.33,492.32,4956060.059
2746.21,789.02,520.38,5092100.098
2752.01,797.17,546.83,5107209.961
2730.32,797.18,556.49,4990709.961
2656.96,805.69,624.91,4894500.0
2540.17,804.95,707.19,4819370.117
2661.3,807.08,733.17,4975310.059
2588.21,809.41,760.76,4817720.215
2431.9,789.88,821.4,0.0
0.49,0.0,7.0,5460.0
0.06,0.0,9.1,4950.0
0.07,0.0,9.44,4530.00021
0.08,0.0,8.45,4489.999771
1.01,0.0,4.77,5460.000038
0.9,0.0,6.66,5420.000076
1.87,0.0,3.6,6329.999924
0.97,0.0,8.31,5849.999905
3.01,0.0,5.5,7750.0
2.72,0.0,6.08,7670.000076
1.72,0.0,9.31,6280.00021
2.76,0.0,7.61,7610.000134
3.85,0.0,6.76,8520.000458
2.04,0.0,9.41,7360.000134
1.64,0.0,11.21,6500.0
1.91,0.0,11.7,6639.999866
1.34,0.0,12.41,6519.999981
1.32,0.0,12.93,6099.999905
1.36,0.0,13.14,6539.999962
1.89,0.0,14.16,6489.999771
2.4,0.0,11.14,0.0
38.51,0.0,5.82,123810.0
39.05,0.0,5.9,125700.0
40.55,0.0,6.12,129889.9994
39.27,0.0,7.54,121910.0037
38.48,0.0,8.92,124839.9963
38.13,0.0,8.84,119190.0024
39.25,0.0,4.65,127360.0006
40.0,0.0,4.61,122580.0018
35.76,0.0,4.44,128880.0049
38.18,0.0,6.42,116529.9988
41.16,0.0,8.11,126239.9979
44.28,0.0,5.65,128630.0049
43.56,0.0,6.59,113139.9994
45.97,0.0,5.65,111860.0006
46.7,0.0,6.01,104870.0027
47.55,0.0,7.0,99169.99817
48.75,0.0,7.25,105230.0034
49.71,0.0,8.35,109529.9988
53.58,0.0,5.85,112470.0012
53.64,0.0,6.47,116709.9991
50.93,0.0,5.01,0.0
0.04,0.0,0.0,90.0
0.04,0.0,0.0,90.0
0.04,0.0,0.0,79.99999821
0.04,0.0,0.0,90.00000358
0.04,0.0,0.0,70.0000003
0.04,0.0,0.0,70.0000003
0.04,0.0,0.0,70.0000003
0.05,0.0,0.0,109.9999994
0.05,0.0,0.0,100.0000015
0.05,0.0,0.0,129.9999952
0.05,0.0,0.0,129.9999952
0.05,0.0,0.01,129.9999952
0.05,0.0,0.01,119.9999973
0.05,0.0,0.02,109.9999994
0.05,0.0,0.02,159.9999964
0.05,0.0,0.02,140.0000006
0.05,0.0,0.02,180.0000072
0.05,0.0,0.01,170.0000018
0.05,0.0,0.02,209.9999934
0.05,0.0,0.02,209.9999934
0.05,0.0,0.02,0.0
0.07,0.0,7.69,1810.0
0.07,0.0,7.83,1840.0
0.08,0.0,8.03,1919.999957
0.08,0.0,8.18,2079.999924
0.07,0.0,8.39,2109.999895
0.08,0.0,8.8,2289.999962
0.08,0.0,9.58,2180.000067
0.06,0.0,9.54,1980.000019
0.04,0.0,9.45,2190.000057
0.05,0.0,9.81,2490.00001
0.05,0.0,10.36,2660.000086
0.05,0.0,11.4,3049.999952
0.06,0.0,12.26,4030.00021
0.05,0.0,13.18,4239.999771
0.35,0.0,14.01,4690.000057
0.36,0.0,13.0,4960.000038
0.65,0.0,10.97,5320.000172
1.8,0.0,12.64,6809.999943
2.24,0.0,13.89,7730.000019
2.05,0.0,12.62,6800.000191
2.0,0.0,13.1,0.0
3.3,0.0,3.44,13700.0
4.33,0.0,3.25,13900.0
4.12,0.0,4.14,12489.99977
2.98,0.0,5.56,10180.00031
3.63,0.0,5.78,9770.000458
3.84,0.0,5.2,10510.00023
2.23,0.0,5.45,9829.999924
1.86,0.0,5.49,9760.000229
1.6,0.0,5.79,7599.999905
1.57,0.0,5.54,7750.0
2.49,0.0,5.95,9600.000381
3.43,0.0,5.51,11409.99985
3.25,0.0,5.68,12010.00023
3.9,0.0,5.36,12279.99973
3.92,0.0,5.79,12079.99992
4.02,0.0,5.37,12430.00031
3.5,0.0,3.32,11020.00046
3.05,0.0,4.3,10340.00015
3.73,0.0,5.46,12380.00011
3.66,0.0,4.58,11760.00023
3.4,0.0,4.19,0.0
